mach_id,model_cd,pmtc_counter,pmtc_distance,create_update_date
A9CU021000023,C2060,2320609.0,875.0,2025-04-29 12:49:21.000
A9CU021000093,C2060,1353622.0,777.0,2025-04-30 05:25:07.000
A9CU021000027,C2060,2345949.0,1058.0,2025-04-30 08:22:48.000
A9CU021000075,C2060,3388148.0,1326.0,2025-04-30 15:14:01.000
A9CU021000087,C2060,312138.0,184.0,2025-04-30 07:10:48.000
A9CU021000012,C2060,1402897.0,587.0,2025-04-30 12:54:14.000
A9CU021000065,C2060,157463.0,231.0,2025-04-01 10:01:21.000
A9CU021000018,C2060,3696223.0,1247.0,2025-04-30 06:38:57.000
A9CU021000028,C2060,1439922.0,786.0,2025-04-30 07:00:02.000
A9CU021000033,C2060,686411.0,456.0,2025-04-30 11:56:33.000
A9CU021000031,C2060,3356642.0,1457.0,2025-04-30 09:46:59.000
A9CU021000042,C2060,2918258.0,1801.0,2025-04-30 06:58:17.000
A9CU021000017,C2060,3126269.0,1297.0,2025-04-30 10:30:49.000
A9CU021000056,C2060,3897763.0,1552.0,2025-04-30 10:06:33.000
A9CU021000007,C2060,1994383.0,953.0,2025-04-30 07:59:52.000
A9CU021000003,C2060,3228154.0,1214.0,2025-04-17 09:38:13.000
A9CU021000080,C2060,1457492.0,579.0,2025-04-30 10:14:29.000
A9CU021000030,C2060,4840414.0,1828.0,2025-04-30 11:58:09.000
