mach_id,model_cd,pmtc_counter,pmtc_distance,create_update_date
A9JU011000325,PRESS6120,6154428.0,,2025-04-30 19:20:42.000
A9JU011000084,PRESS6120,32396137.0,,2025-04-30 13:30:50.000
A9JU011000399,PRESS6120,38230743.0,,2025-04-30 18:23:12.000
A9JU011000147,PRESS6120,7447675.0,,2025-04-30 16:19:21.000
A9JU011000149,PRESS6120,1335491.0,,2025-04-30 19:02:02.000
A9JU011000097,PRESS6120,4058236.0,,2025-04-30 13:52:34.000
A9JU011000025,PRESS6120,11275013.0,,2025-04-30 13:01:24.000
A9JU011000014,PRESS6120,12199624.0,,2025-04-30 18:29:56.000
A9JU011000077,PRESS6120,2587756.0,,2025-04-30 18:50:32.000
A9JU011000034,PRESS6120,10485442.0,,2025-04-30 15:29:51.000
A9JU011000355,PRESS6120,3759993.0,,2025-04-30 12:37:54.000
A9JU011000186,PRESS6120,12960302.0,,2025-04-30 15:36:45.000
A9JU011000317,PRESS6120,9308575.0,,2025-04-30 15:27:41.000
A9JU011000059,PRESS6120,8510363.0,,2025-04-30 14:49:25.000
A9JU011000296,PRESS6120,9094241.0,,2025-04-30 14:47:25.000
A9JU011000259,PRESS6120,1531705.0,,2025-04-30 16:56:41.000
A9JU011000187,PRESS6120,2596543.0,,2025-04-28 04:35:29.000
A9JU011000067,PRESS6120,7689860.0,,2025-04-30 13:30:50.000
A9JU011000007,PRESS6120,4586193.0,,2025-04-29 20:36:34.000
A9JU011000380,PRESS6120,12506457.0,,2025-04-30 14:25:44.000
A9JU011000133,PRESS6120,6097223.0,,2025-04-29 15:03:46.000
A9JU011000045,PRESS6120,2865807.0,,2025-04-29 23:16:15.000
A9JU011000250,PRESS6120,48564716.0,,2025-04-29 17:12:22.000
A9JU011000383,PRESS6120,2247610.0,,2025-04-28 14:46:33.000
A9JU011000348,PRESS6120,4352420.0,,2025-04-30 18:14:52.000
A9JU011000303,PRESS6120,6954909.0,,2025-04-30 13:04:40.000
A9JU011000176,PRESS6120,8939907.0,,2025-04-28 16:00:33.000
A9JU011000313,PRESS6120,9363173.0,,2025-04-30 15:59:31.000
A9JU011000258,PRESS6120,20164220.0,,2025-04-29 16:15:32.000
A9JU011000295,PRESS6120,13280212.0,,2025-04-30 15:23:31.000
A9JU011000291,PRESS6120,6212009.0,,2025-04-24 15:39:37.000
A9JU011000139,PRESS6120,727828.0,,2025-04-30 14:09:20.000
A9JU011000026,PRESS6120,2184550.0,,2025-04-30 01:42:25.000
A9JU011000390,PRESS6120,16477960.0,,2025-04-30 16:03:51.000
A9JU011000267,PRESS6120,9056274.0,,2025-04-30 18:26:16.000
A9JU011000041,PRESS6120,17352813.0,,2025-04-30 18:31:26.000
A9JU011000132,PRESS6120,7892354.0,,2025-04-30 18:18:12.000
A9JU011000193,PRESS6120,7260127.0,,2025-04-13 23:30:22.000
A9JU011000043,PRESS6120,8250981.0,,2025-04-30 19:07:02.000
A9JU011000128,PRESS6120,7159477.0,,2025-04-29 07:20:39.000
A9JU011000283,PRESS6120,8926033.0,,2025-04-30 17:32:05.000
A9JU011000182,PRESS6120,3302248.0,,2025-04-30 12:52:20.000
A9JU011000076,PRESS6120,3607551.0,,2025-04-28 19:31:54.000
A9JU011000137,PRESS6120,7768748.0,,2025-04-30 13:24:10.000
A9JU011000069,PRESS6120,13540600.0,,2025-04-30 14:04:30.000
A9JU011000209,PRESS6120,3198358.0,,2025-04-30 18:00:02.000
A9JU011000016,PRESS6120,18828817.0,,2025-04-30 14:13:54.000
A9JU011000333,PRESS6120,16465329.0,,2025-04-24 16:46:32.000
A9JU011000037,PRESS6120,3470356.0,,2025-04-30 02:42:26.000
A9JU011000083,PRESS6120,18986.0,,2025-04-30 20:26:17.000
A9JU011000121,PRESS6120,2625233.0,,2025-04-30 19:45:12.000
A9JU011000019,PRESS6120,12103196.0,,2025-04-30 21:13:57.000
A9JU011000094,PRESS6120,8362577.0,,2025-04-30 13:52:30.000
A9JU011000216,PRESS6120,10155949.0,,2025-04-30 21:13:57.000
A9JU011000013,PRESS6120,1385842.0,,2025-04-30 20:29:42.000
A9JU011000160,PRESS6120,3369948.0,,2025-04-30 16:19:15.000
A9JU011000172,PRESS6120,4834415.0,,2025-04-30 16:37:25.000
A9JU011000342,PRESS6120,9671008.0,,2025-04-30 12:47:10.000
A9JU011000289,PRESS6120,11536419.0,,2025-04-30 14:09:30.000
A9JU011000073,PRESS6120,4397976.0,,2025-04-30 13:09:50.000
A9JU011000374,PRESS6120,6131569.0,,2025-04-28 18:53:48.000
A9JU011000341,PRESS6120,6027698.0,,2025-04-30 17:17:11.000
A9JU011000104,PRESS6120,3736630.0,,2025-04-07 01:33:02.000
A9JU011000063,PRESS6120,5556017.0,,2025-04-29 23:53:45.000
A9JU011000033,PRESS6120,5654812.0,,2025-04-30 18:49:06.000
A9JU011000129,PRESS6120,4224248.0,,2025-04-11 17:34:32.000
A9JU011000278,PRESS6120,8547640.0,,2025-04-30 17:54:16.000
A9JU011000093,PRESS6120,8435998.0,,2025-04-30 02:31:06.000
A9JU011000200,PRESS6120,7858854.0,,2025-04-30 19:06:42.000
A9JU011000230,PRESS6120,1560325.0,,2025-04-30 22:21:27.000
A9JU011000177,PRESS6120,4504663.0,,2025-04-30 18:02:22.000
A9JU011000003,PRESS6120,8379395.0,,2025-04-30 13:04:44.000
A9JU011000197,PRESS6120,7681409.0,,2025-04-30 16:07:55.000
A9JU011000371,PRESS6120,7830779.0,,2025-04-30 12:10:29.000
A9JU011000042,PRESS6120,15330835.0,,2025-04-30 19:15:32.000
A9JU011000032,PRESS6120,960395.0,,2025-04-30 17:17:05.000
A9JU011000050,PRESS6120,6231194.0,,2025-04-30 19:53:52.000
A9JU011000038,PRESS6120,8189410.0,,2025-04-30 18:18:06.000
A9JU011000031,PRESS6120,7663147.0,,2025-04-30 18:26:16.000
A9JU011000054,PRESS6120,11074972.0,,2025-04-29 21:09:08.000
A9JU011000071,PRESS6120,2087477.0,,2025-04-30 20:31:16.000
A9JU011000109,PRESS6120,4566928.0,,2025-04-30 16:08:01.000
A9JU011000195,PRESS6120,5732804.0,,2025-04-30 20:42:43.000
A9JU011000115,PRESS6120,9928715.0,,2025-04-30 07:28:32.000
A9JU011000169,PRESS6120,8415810.0,,2025-04-30 19:27:36.000
A9JU011000271,PRESS6120,15224247.0,,2025-04-30 02:29:46.000
A9JU011000321,PRESS6120,4441634.0,,2025-04-30 14:11:24.000
A9JU011000308,PRESS6120,8992947.0,,2025-04-29 19:51:53.000
A9JU011000306,PRESS6120,7404000.0,,2025-04-30 19:00:36.000
A9JU011000020,PRESS6120,2283640.0,,2025-04-30 13:01:24.000
A9JU011000099,PRESS6120,1725755.0,,2025-04-30 15:23:35.000
A9JU011000148,PRESS6120,7931872.0,,2025-04-28 11:45:31.000
A9JU011000125,PRESS6120,5210315.0,,2025-04-30 16:12:12.000
A9JU011000228,PRESS6120,572449.0,,2025-04-30 13:50:20.000
A9JU011000280,PRESS6120,7626709.0,,2025-04-30 14:45:30.000
A9JU011000039,PRESS6120,2914517.0,,2025-04-30 15:52:51.000
A9JU011000239,PRESS6120,6006513.0,,2025-04-30 16:27:05.000
A9JU011000155,PRESS6120,6592768.0,,2025-04-30 15:52:55.000
A9JU011000352,PRESS6120,5032649.0,,2025-04-30 15:55:35.000
A9JU011000391,PRESS6120,1397881.0,,2025-04-30 14:54:35.000
A9JU011000024,PRESS6120,24717976.0,,2025-04-30 19:35:16.000
A9JU011000334,PRESS6120,2802086.0,,2025-04-30 14:22:54.000
A9JU011000213,PRESS6120,6934095.0,,2025-04-30 20:31:17.000
A9JU011000047,PRESS6120,3300687.0,,2025-04-30 15:13:21.000
A9JU011000257,PRESS6120,1356121.0,,2025-04-30 00:26:59.000
A9JU011000030,PRESS6120,917898.0,,2025-04-30 14:11:24.000
A9JU011000332,PRESS6120,9761068.0,,2025-04-30 15:21:41.000
A9JU011000189,PRESS6120,2268743.0,,2025-04-29 20:43:14.000
A9JU011000159,PRESS6120,2786482.0,,2025-04-30 15:41:35.000
A9JU011000396,PRESS6120,20776797.0,,2025-04-30 18:21:22.000
A9JU011000241,PRESS6120,3180273.0,,2025-04-30 14:34:34.000
A9JU011000215,PRESS6120,306249.0,,2025-04-17 15:27:35.000
A9JU011000081,PRESS6120,6646676.0,,2025-04-30 19:31:32.000
A9JU011000086,PRESS6120,23028383.0,,2025-04-30 16:12:11.000
A9JU011000127,PRESS6120,8935423.0,,2025-04-30 15:44:05.000
A9JU011000370,PRESS6120,3428525.0,,2025-04-30 04:34:51.000
A9JU011000196,PRESS6120,4410814.0,,2025-04-30 17:07:11.000
A9JU011000082,PRESS6120,15451976.0,,2025-04-30 17:55:56.000
A9JU011000022,PRESS6120,548672.0,,2025-04-30 16:53:05.000
A9JU011000011,PRESS6120,1323333.0,,2025-04-30 15:19:11.000
A9JU011000117,PRESS6120,2874780.0,,2025-04-30 15:50:15.000
A9JU011000184,PRESS6120,2819283.0,,2025-04-30 16:05:31.000
A9JU011000366,PRESS6120,3624105.0,,2025-04-30 19:27:36.000
A9JU011000261,PRESS6120,10421705.0,,2025-04-30 18:27:52.000
A9JU011000143,PRESS6120,5568708.0,,2025-04-28 12:18:26.000
A9JU011000064,PRESS6120,18381713.0,,2025-04-30 20:04:42.000
A9JU011000387,PRESS6120,4849263.0,,2025-04-30 15:55:41.000
A9JU011000225,PRESS6120,15306913.0,,2025-04-30 14:19:00.000
A9JU011000400,PRESS6120,17646830.0,,2025-04-30 20:31:17.000
A9JU011000201,PRESS6120,11154000.0,,2025-04-30 01:52:16.000
A9JU011000254,PRESS6120,13133601.0,,2025-04-30 19:42:46.000
A9JU011000277,PRESS6120,2361598.0,,2025-04-30 18:38:16.000
A9JU011000162,PRESS6120,3266318.0,,2025-04-30 16:40:15.000
A9JU011000273,PRESS6120,7195747.0,,2025-04-30 17:09:01.000
A9JU011000224,PRESS6120,11259754.0,,2025-04-03 12:52:50.000
A9JU011000167,PRESS6120,6788432.0,,2025-04-25 16:25:07.000
A9JU011000181,PRESS6120,4862404.0,,2025-04-30 19:31:32.000
A9JU011000212,PRESS6120,2352694.0,,2025-04-30 01:09:39.000
A9JU011000046,PRESS6120,13501021.0,,2025-04-30 15:34:01.000
A9JU011000088,PRESS6120,17653381.0,,2025-04-30 22:26:37.000
A9JU011000118,PRESS6120,10304655.0,,2025-04-30 14:51:54.000
A9JU011000002,PRESS6120,12676735.0,,2025-04-30 16:34:05.000
A9JU011000035,PRESS6120,5395430.0,,2025-04-30 17:06:55.000
A9JU011000044,PRESS6120,2253522.0,,2025-04-30 17:24:45.000
A9JU011000138,PRESS6120,12965308.0,,2025-04-30 12:06:13.000
A9JU011000057,PRESS6120,7991357.0,,2025-04-30 17:03:11.000
A9JU011000012,PRESS6120,2880190.0,,2025-04-30 19:06:42.000
AAC4081000357,C3070,973421.0,649.0,2025-04-30 00:59:35.000
AAC4081001361,C3070,658763.0,497.0,2025-04-30 00:32:25.000
AAC4081000768,C3070,1261173.0,524.0,2025-04-29 15:44:26.000
AAC4081000664,C3070,397405.0,355.0,2025-04-30 00:20:15.000
AAC4081001021,C3070,619374.0,319.0,2025-04-23 01:58:58.000
AAC4081000695,C3070,919963.0,478.0,2025-04-30 02:33:56.000
AAC4081001229,C3070,161197.0,149.0,2025-04-30 00:51:45.000
AAC4081000145,C3070,579602.0,449.0,2025-04-30 04:11:06.000
AAC4081000030,C3070,898749.0,530.0,2025-04-30 01:29:50.000
AAC4081000767,C3070,1094873.0,599.0,2025-04-30 07:59:42.000
AAC4081000303,C3070,244178.0,192.0,2025-04-30 00:32:29.000
AAC4081000975,C3070,501343.0,220.0,2025-04-28 03:19:58.000
AAC4081000179,C3070,698315.0,465.0,2025-04-30 00:14:45.000
AAC4081001164,C3070,636259.0,482.0,2025-04-30 00:48:45.000
AAC4081000585,C3070,1145778.0,747.0,2025-04-28 01:05:59.000
AAC4081001199,C3070,863787.0,497.0,2025-04-30 00:36:11.000
AAC4081001134,C3070,177522.0,153.0,2025-04-30 05:46:37.000
AAC4081000196,C3070,784579.0,435.0,2025-04-30 03:59:10.000
AAC4081000933,C3070,937014.0,594.0,2025-04-30 01:21:19.000
AAC4081000968,C3070,1006315.0,534.0,2025-04-30 01:09:46.000
AAC4081000555,C3070,581283.0,513.0,2025-04-30 07:38:28.000
AAC4081001279,C3070,921360.0,672.0,2025-04-30 04:42:57.000
AAC4081000475,C3070,764275.0,520.0,2025-04-30 04:39:01.000
AAC4081000571,C3070,279657.0,225.0,2025-04-30 02:23:16.000
AAC4081000215,C3070,244220.0,175.0,2025-04-30 13:00:44.000
AAC4081001047,C3070,1205488.0,598.0,2025-04-30 08:54:32.000
AAC4081001147,C3070,880838.0,573.0,2025-04-30 01:04:15.000
AAC4081001220,C3070,847437.0,473.0,2025-04-30 00:44:29.000
AAC4081001011,C3070,350573.0,320.0,2025-04-30 05:59:21.000
AAC4081000279,C3070,577186.0,364.0,2025-04-30 00:14:35.000
AAC4081000320,C3070,1109745.0,537.0,2025-04-30 04:38:57.000
AAC4081000291,C3070,316837.0,338.0,2025-04-30 02:02:46.000
AAC4081000587,C3070,583884.0,377.0,2025-04-30 06:13:27.000
AAC4081000236,C3070,261106.0,183.0,2025-04-30 02:14:06.000
AAC4081000794,C3070,496144.0,404.0,2025-04-30 01:30:56.000
AAC4081001017,C3070,77852.0,54.0,2025-04-27 02:06:53.000
AAC4081001149,C3070,728533.0,479.0,2025-04-30 00:12:09.000
AAC4081001041,C3070,213249.0,147.0,2025-04-28 03:37:23.000
AAC4081000514,C3070,593933.0,400.0,2025-04-30 02:34:00.000
AAC4081000416,C3070,1424506.0,819.0,2025-04-30 00:36:09.000
AAC4081000104,C3070,1239177.0,1007.0,2025-04-30 01:19:35.000
AAC4081000859,C3070,589283.0,463.0,2025-04-30 00:37:45.000
AAC4081001111,C3070,493967.0,381.0,2025-04-30 00:01:19.000
AAC4081001063,C3070,350616.0,380.0,2025-04-30 00:51:49.000
AAC4081001400,C3070,131783.0,217.0,2025-04-29 09:19:53.000
AAC4081000908,C3070,552007.0,383.0,2025-04-30 00:51:49.000
AAC4081000548,C3070,607996.0,403.0,2025-04-30 00:11:59.000
AAC4081001118,C3070,877110.0,498.0,2025-04-30 01:08:19.000
AAC4081000396,C3070,3530981.0,1615.0,2025-04-30 03:42:26.000
AAC4081000940,C3070,246097.0,183.0,2025-04-30 07:10:17.000
AAC4081000456,C3070,1179202.0,504.0,2025-04-30 01:22:39.000
AAC4081000092,C3070,855880.0,478.0,2025-04-30 01:13:05.000
AAC4081000671,C3070,476456.0,304.0,2025-04-30 01:47:36.000
AAC4081001230,C3070,647259.0,406.0,2025-04-30 02:37:50.000
AAC4081000099,C3070,835744.0,536.0,2025-04-30 09:03:08.000
AAC4081000893,C3070,262032.0,197.0,2025-04-30 07:06:38.000
AAC4081000620,C3070,904035.0,485.0,2025-04-30 00:39:05.000
AAC4081000716,C3070,731392.0,483.0,2025-04-30 04:37:27.000
AAC4081001324,C3070,560982.0,436.0,2025-04-30 04:09:30.000
AAC4081000679,C3070,473234.0,412.0,2025-04-29 01:36:17.000
AAC4081000722,C3070,940609.0,447.0,2025-04-30 00:51:45.000
AAC4081000039,C3070,344062.0,407.0,2025-04-30 04:57:07.000
AAC4081000775,C3070,989866.0,469.0,2025-04-30 02:46:10.000
AAC4081000367,C3070,730853.0,417.0,2025-04-29 15:43:12.000
AAC4081000787,C3070,1115766.0,766.0,2025-04-30 05:20:07.000
AAC4081000916,C3070,1310469.0,577.0,2025-04-30 00:14:39.000
AAC4081000157,C3070,282967.0,238.0,2025-04-30 00:18:39.000
AAC4081000953,C3070,1125517.0,617.0,2025-04-30 00:17:20.000
AAC4081001295,C3070,624938.0,322.0,2025-04-30 04:40:27.000
AAC4081001020,C3070,1031643.0,504.0,2025-04-30 08:40:58.000
AAC4081000918,C3070,483873.0,386.0,2025-04-30 00:13:39.000
AAC4081000607,C3070,490507.0,366.0,2025-04-30 05:00:51.000
AAC4081000864,C3070,347405.0,358.0,2025-04-30 07:44:32.000
AAC4081000938,C3070,866481.0,531.0,2025-04-16 05:44:50.000
AAC4081001332,C3070,649846.0,402.0,2025-04-30 03:36:10.000
AAC4081001159,C3070,498801.0,398.0,2025-04-29 23:44:09.000
AAC4081000998,C3070,909478.0,556.0,2025-04-30 01:15:11.000
AAC4081000675,C3070,384456.0,304.0,2025-04-30 01:22:47.000
AAC4081000118,C3070,1858239.0,1035.0,2025-04-30 04:00:26.000
AAC4081000701,C3070,1990351.0,770.0,2025-04-30 07:49:08.000
AAC4081000315,C3070,678383.0,417.0,2025-04-30 01:15:10.000
AAC4081001035,C3070,419442.0,355.0,2025-04-30 08:00:58.000
AAC4081001138,C3070,606551.0,462.0,2025-04-30 03:09:50.000
AAC4081000011,C3070,796247.0,518.0,2025-04-30 01:19:41.000
AAC4081000322,C3070,190108.0,208.0,2025-04-30 00:50:15.000
AAC4081000371,C3070,193827.0,270.0,2025-04-29 04:27:48.000
AAC4081000984,C3070,753552.0,509.0,2025-04-30 00:36:16.000
AAC4081000277,C3070,496105.0,373.0,2025-04-30 00:53:19.000
AAC4081000656,C3070,580790.0,426.0,2025-04-30 00:51:50.000
AAC4081000979,C3070,681163.0,631.0,2025-04-30 05:02:07.000
AAC4081000806,C3070,390203.0,242.0,2025-04-29 07:54:19.000
AAC4081000633,C3070,506601.0,413.0,2025-04-30 09:19:02.000
AAC4081000963,C3070,757640.0,437.0,2025-04-30 01:22:47.000
AAC4081001096,C3070,283411.0,264.0,2025-04-30 00:48:45.000
AAC4081001212,C3070,700243.0,451.0,2025-04-30 07:09:12.000
AAC4081000167,C3070,486939.0,301.0,2025-04-30 00:40:46.000
AAC4081001007,C3070,494498.0,468.0,2025-04-30 01:01:05.000
AAC4081000154,C3070,200453.0,201.0,2025-04-30 01:06:55.000
AAC4081000960,C3070,488729.0,295.0,2025-04-30 01:27:00.000
AAC4081000127,C3070,392301.0,250.0,2025-04-30 08:42:09.000
AAC4081000294,C3070,1239495.0,593.0,2025-04-30 00:53:19.000
AAC4081000221,C3070,694669.0,458.0,2025-04-30 04:34:27.000
AAC4081000763,C3070,916644.0,542.0,2025-04-30 02:44:46.000
AAC4081000552,C3070,454640.0,384.0,2025-04-30 00:54:49.000
AAC4081000797,C3070,1134064.0,614.0,2025-04-30 06:30:27.000
AAC4081001186,C3070,413788.0,264.0,2025-04-30 10:53:33.000
AAC4081000518,C3070,815589.0,544.0,2025-04-30 08:28:42.000
AAC4081000209,C3070,376323.0,352.0,2025-04-30 06:10:41.000
AAC4081000579,C3070,1063765.0,622.0,2025-04-30 00:02:39.000
AAC4081001274,C3070,389564.0,246.0,2025-04-29 09:22:29.000
AAC4081000388,C3070,520425.0,384.0,2025-04-30 01:47:40.000
AAC4081000747,C3070,874880.0,484.0,2025-04-30 01:54:26.000
AAC4081000521,C3070,322772.0,176.0,2025-04-30 01:02:29.000
AAC4081001097,C3070,761170.0,448.0,2025-04-30 05:56:41.000
AAC4081000854,C3070,1567583.0,885.0,2025-04-30 02:51:40.000
AAC4081001299,C3070,806408.0,450.0,2025-04-30 00:53:25.000
AAC4081001051,C3070,747069.0,445.0,2025-04-30 06:13:27.000
AAC4081001198,C3070,382835.0,245.0,2025-04-30 02:22:10.000
AAC4081000495,C3070,1948301.0,789.0,2025-04-30 05:41:31.000
AAC4081000378,C3070,321837.0,194.0,2025-04-30 02:14:06.000
AAC4081000271,C3070,920089.0,549.0,2025-04-30 04:52:27.000
AAC4081001039,C3070,663364.0,468.0,2025-04-30 12:33:19.000
AAC4081001292,C3070,5469102.0,2206.0,2025-04-30 00:42:39.000
AAC4081000561,C3070,322624.0,301.0,2025-04-28 07:11:10.000
AAC4081001276,C3070,1695159.0,941.0,2025-04-30 04:09:27.000
AAC4081000208,C3070,903522.0,514.0,2025-04-30 01:46:16.000
AAC4081000696,C3070,1698371.0,745.0,2025-04-30 06:14:47.000
AAC4081000913,C3070,315336.0,250.0,2025-04-30 00:40:49.000
AAC4081000937,C3070,533547.0,325.0,2025-04-30 02:19:06.000
AAC4081000410,C3070,630934.0,438.0,2025-04-30 01:15:12.000
AAC4081001260,C3070,193293.0,215.0,2025-04-30 01:02:29.000
AAC4081000065,C3070,302258.0,286.0,2025-04-30 07:11:42.000
AAC4081000922,C3070,1262797.0,564.0,2025-04-29 10:11:34.000
AAC4081001309,C3070,361422.0,231.0,2025-04-29 01:05:01.000
AAC4081000375,C3070,529136.0,306.0,2025-04-30 05:09:47.000
AAC4081000946,C3070,263307.0,228.0,2025-04-30 12:57:44.000
AAC4081000395,C3070,408944.0,308.0,2025-04-30 12:15:39.000
AAC4081000451,C3070,586388.0,454.0,2025-04-30 01:05:56.000
AAC4081000224,C3070,688940.0,381.0,2025-04-30 02:59:50.000
AAC4081000139,C3070,1168629.0,528.0,2025-04-30 01:53:00.000
AAC4081000181,C3070,963274.0,482.0,2025-04-30 02:51:36.000
AAC4081000903,C3070,253805.0,238.0,2025-04-30 01:50:26.000
AAC4081000743,C3070,2434332.0,1113.0,2025-04-30 01:04:09.000
AAC4081000699,C3070,438490.0,305.0,2025-04-30 04:29:17.000
AAC4081001244,C3070,1001379.0,518.0,2025-04-30 01:15:10.000
AAC4081001023,C3070,272197.0,220.0,2025-04-30 01:28:19.000
AAC4081001242,C3070,621909.0,409.0,2025-04-30 00:44:25.000
AAC4081000006,C3070,909069.0,657.0,2025-04-30 00:17:19.000
AAC4081001006,C3070,756227.0,547.0,2025-04-30 00:34:17.000
AAC4081000621,C3070,923050.0,472.0,2025-04-30 00:12:15.000
AAC4081000802,C3070,605267.0,427.0,2025-04-30 02:02:46.000
AAC4081001004,C3070,508893.0,369.0,2025-04-30 00:36:12.000
AAC4081001073,C3070,951348.0,695.0,2025-04-30 00:51:45.000
AAC4081000417,C3070,892798.0,474.0,2025-04-30 00:56:15.000
AAC4081001303,C3070,311148.0,314.0,2025-04-29 06:03:52.000
AAC4081001137,C3070,1159701.0,587.0,2025-04-30 01:40:10.000
AAC4081000401,C3070,203910.0,199.0,2025-04-30 06:30:21.000
AAC4081001168,C3070,94420.0,87.0,2025-04-30 10:33:19.000
AAC4081001284,C3070,419170.0,329.0,2025-04-30 06:45:57.000
AAC4081001304,C3070,1475035.0,733.0,2025-04-30 01:11:10.000
AAC4081000838,C3070,793800.0,468.0,2025-04-30 00:02:39.000
AAC4081000138,C3070,2024003.0,1030.0,2025-04-30 00:40:45.000
AAC4081000525,C3070,604323.0,353.0,2025-04-30 01:16:50.000
AAC4081000046,C3070,316712.0,226.0,2025-04-30 00:25:55.000
AAC4081000881,C3070,166817.0,240.0,2025-04-30 08:31:12.000
AAC4081000625,C3070,264855.0,280.0,2025-04-30 05:48:07.000
AAC4081001119,C3070,85669.0,63.0,2025-04-16 07:11:03.000
AAC4081001038,C3070,324815.0,227.0,2025-04-30 01:16:46.000
AAC4081001264,C3070,643869.0,391.0,2025-04-30 01:25:45.000
AAC4081000526,C3070,186436.0,163.0,2025-04-30 07:04:02.000
AAC4081000980,C3070,467510.0,304.0,2025-04-30 01:24:19.000
AAC4081000735,C3070,609517.0,480.0,2025-04-30 01:53:16.000
AAC4081001058,C3070,649725.0,463.0,2025-04-30 00:27:56.000
AAC4081000906,C3070,394606.0,305.0,2025-04-30 00:51:49.000
AAC4081000790,C3070,780008.0,567.0,2025-04-30 00:59:40.000
AAC4081000081,C3070,1690884.0,825.0,2025-04-30 00:48:45.000
AAC4081000010,C3070,268998.0,178.0,2025-04-30 01:18:15.000
AAC4081001314,C3070,288451.0,189.0,2025-04-30 01:46:20.000
AAC4081000232,C3070,1306860.0,766.0,2025-04-30 07:51:22.000
AAC4081000834,C3070,1336331.0,651.0,2025-04-30 02:54:30.000
AAC4081000597,C3070,1371976.0,649.0,2025-04-30 00:02:39.000
AAC4081001091,C3070,1066088.0,603.0,2025-04-30 11:47:19.000
AAC4081001132,C3070,764201.0,440.0,2025-04-30 10:35:43.000
AAC4081000915,C3070,914283.0,514.0,2025-04-30 00:56:15.000
AAC4081000080,C3070,419831.0,284.0,2025-04-30 02:41:50.000
AAC4081001372,C3070,450893.0,334.0,2025-04-30 08:31:12.000
AAC4081001079,C3070,701754.0,421.0,2025-04-30 05:59:27.000
AAC4081000346,C3070,1912370.0,934.0,2025-04-30 01:11:06.000
AAC4081000907,C3070,246611.0,200.0,2025-04-30 00:21:35.000
AAC4081000478,C3070,867020.0,477.0,2025-04-30 04:23:31.000
AAC4081000577,C3070,456374.0,308.0,2025-04-30 00:21:30.000
AAC4081000123,C3070,2732451.0,1314.0,2025-04-30 05:22:31.000
AAC4081000799,C3070,668934.0,369.0,2025-04-30 01:48:56.000
AAC4081000818,C3070,360023.0,236.0,2025-04-30 03:04:50.000
AAC4081000591,C3070,1931149.0,834.0,2025-04-30 03:53:00.000
AAC4081000349,C3070,821043.0,415.0,2025-04-30 00:58:09.000
AAC4081000529,C3070,331098.0,224.0,2025-04-30 02:15:26.000
AAC4081000992,C3070,547430.0,385.0,2025-04-30 01:34:56.000
AAC4081000477,C3070,263211.0,164.0,2025-04-30 04:48:17.000
AAC4081001026,C3070,301026.0,272.0,2025-04-30 01:59:40.000
AAC4081000921,C3070,4882996.0,1715.0,2025-04-30 00:56:19.000
AAC4081000146,C3070,415315.0,321.0,2025-04-30 04:12:17.000
AAC4081001368,C3070,691627.0,407.0,2025-04-30 05:14:57.000
AAC4081001342,C3070,1314001.0,555.0,2025-04-30 00:40:49.000
AAC4081000156,C3070,587541.0,463.0,2025-04-30 04:17:07.000
AAC4081001285,C3070,169498.0,112.0,2025-04-30 02:55:50.000
AAC4081000194,C3070,357640.0,247.0,2025-04-29 03:11:21.000
AAC4081000872,C3070,1075992.0,597.0,2025-04-30 01:46:16.000
AAC4081000131,C3070,546685.0,368.0,2025-04-30 09:13:52.000
AAC4081000339,C3070,614036.0,343.0,2025-04-30 01:24:15.000
AAC4081000568,C3070,359869.0,243.0,2025-04-30 04:59:31.000
AAC4081000685,C3070,152396.0,136.0,2025-04-30 01:24:15.000
AAC4081001151,C3070,573745.0,358.0,2025-04-30 00:20:09.000
AAC4081000815,C3070,387170.0,344.0,2025-04-30 01:42:50.000
AAC4081001363,C3070,660209.0,322.0,2025-04-30 01:50:20.000
AAC4081000769,C3070,621570.0,354.0,2025-04-30 06:25:11.000
AAC4081001382,C3070,213175.0,201.0,2025-04-30 01:22:55.000
AAC4081000411,C3070,1490998.0,774.0,2025-04-30 05:36:27.000
AAC4081000719,C3070,200068.0,168.0,2025-04-30 02:18:00.000
AAC4081000265,C3070,442019.0,282.0,2025-04-30 01:02:29.000
AAC4081000666,C3070,278475.0,206.0,2025-04-30 00:17:19.000
AAC4081001398,C3070,2027932.0,1223.0,2025-04-30 07:02:57.000
AAC4081000721,C3070,1431977.0,807.0,2025-04-30 01:16:45.000
AAC4081000785,C3070,2086682.0,891.0,2025-04-30 11:40:09.000
AAC4081000926,C3070,539459.0,412.0,2025-04-30 18:31:22.000
AAC4081000105,C3070,2203405.0,1045.0,2025-04-30 01:22:49.000
AAC4081000479,C3070,537723.0,445.0,2025-04-30 00:27:39.000
AAC4081000684,C3070,692450.0,433.0,2025-04-30 00:23:15.000
AAC4081000642,C3070,428969.0,323.0,2025-04-30 07:25:48.000
AAC4081001310,C3070,763062.0,416.0,2025-04-30 01:36:10.000
AAC4081000240,C3070,358973.0,307.0,2025-04-30 01:11:19.000
AAC4081000003,C3070,453342.0,395.0,2025-04-30 14:29:44.000
AAC4081000465,C3070,1357450.0,686.0,2025-04-29 23:55:35.000
AAC4081000943,C3070,1291501.0,593.0,2025-04-30 01:12:55.000
AAC4081001365,C3070,393907.0,316.0,2025-04-30 07:34:38.000
